group,datasetName,datasetId,formula,adduct,chemMod,ion,mz,msm,fdr,rhoSpatial,rhoSpectral,rhoChaos,moleculeNames,moleculeIds,minIntensity,maxIntensity,totalIntensity,isomers,isobars,offSample,rawOffSampleProb,isobarIons
Iowa State University,gta3619,2025-06-19_16h57m41s,C16H14O5,M[M]+,,C16H14O5+,286.083575,0.8999939,0.1,0.910034083,0.9904235764253211,0.9985295781020247,"6A-Hydroxyisomedicarpin, 4,9-Dimethoxyphenanthrene-2,3,5-Triol, Nissicarpin, 2,3,4-trihydroxy-5-[4-(prop-2-en-1-yl)phenoxy]benzaldehyde, 4,6-Dimethoxy,2,3,7-Trihydroxyphenanthrene, Claussequinone, Isogosferol, 5,8-Dihydroxy-7-Methoxyflavanone, Pisonivanone, 5-(5,6-dimethoxy-1-benzofuran-2-yl)benzene-1,3-diol, 2',6',Beta-Trihydroxy-4'-Methoxychalcone, Quinquangulin, Ponciretin, Sakuranetin, Dihydroechioidinin, Haginin C, Aristogin A, 8-oxatetracyclo[8.7.0.0??,???.0????,?????]heptadeca-2,4,6,12,14,16-hexaene-5,10,13,14-tetrol, Pabulenol, Licochalcone B, Moracin A, 4',5',7-Trihydroxy-2'-Methoxyisoflavene, 15-methoxy-8,17-dioxatetracyclo[8.7.0.0??,???.0????,?????]heptadeca-2,4,6,11(16),12,14-hexaene-5,14-diol, 5-[(3,3-dimethyloxiran-2-yl)methoxy]-7H-furo[3,2-g]chromen-7-one, Helichrysetin, Sepiol, 3,9,10-trimethoxy-6H-benzo[c]chromen-6-one, 3-[(3,4-dihydroxyphenyl)methyl]-7-hydroxy-3,4-dihydro-2H-1-benzopyran-4-one, Phyllodulcin, Scorzocreticin, Vesticarpan, Desmocarpin, 5,7-dihydroxy-4-(4-methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-2-one, Vestitone, Homobutein, Dihydrooroxylin, 1,2,8-Trimethoxyxanthone, 3'-Deoxysappanone B, Gnetofuran B, Bauhinoxepin H, 3-(2,4-dihydroxyphenyl)-1-(3-hydroxy-4-methoxyphenyl)prop-2-en-1-one, 6A-Hydroxymedicarpin, Kushenin, Poriol, Dihydrowogonin, 3,7-dihydroxy-5-methoxy-2-phenyl-3,4-dihydro-2H-1-benzopyran-4-one, 3,5,7-Trihydroxy-6-Methylflavanone, Calythropsin, Bulbophylol B, Kukulkanin B","CNP0003083, CNP0097730, CNP0104217, CNP0105314, CNP0109326, CNP0117898, CNP0126452, CNP0146077, CNP0146962, CNP0152956, CNP0156082, CNP0157963, CNP0161664, CNP0163749, CNP0165177, CNP0166759, CNP0170351, CNP0176861, CNP0177600, CNP0184142, CNP0186804, CNP0188454, CNP0189084, CNP0192834, CNP0195224, CNP0198614, CNP0202198, CNP0208230, CNP0209065, CNP0210545, CNP0211044, CNP0211284, CNP0211617, CNP0224810, CNP0225079, CNP0229393, CNP0229563, CNP0230927, CNP0235804, CNP0236759, CNP0237501, CNP0242368, CNP0246212, CNP0247452, CNP0247932, CNP0249967, CNP0250759, CNP0251241, CNP0254806, CNP0257964",0,242591.875,108684608,50,2,,,"C12H18N2O2S2+H+, C18H12N2O2+"
Iowa State University,gta3619,2025-06-19_16h57m41s,C5H7N3,M+H,,C5H7N3+H+,110.07127365899998,0.89949703,0.05,0.9037590089605725,0.9958435805909396,0.9994382693916577,Brunfelsamidine,CNP0175119,0,215263.5938,45489928,1,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C5H12N2O,M+H,,C5H12N2O+H+,117.10223943899999,0.89891773,0.05,0.9012451183173242,0.9991571469732619,0.998258953,2-aminopentanimidic acid,CNP0098116,0,374597.5938,411855584,1,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C8H6O2,M+H,,C8H6O2+H+,135.0440559,0.89405406,0.05,0.898088189,0.9970065625958424,0.998496994,"Phenylglyoxal, Phthalide","CNP0256547, CNP0263138",0,243787.3594,196911296,2,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C10H8O4,M+H,,C10H8O4+H+,193.04953517099997,0.89288574,0.05,0.8982817213147027,0.9957434666988855,0.9982420554428668,"6-hydroxy-7-methoxy-4H-chromen-4-one, 7-Hydroxy-8-Methoxycoumarin, Pisonin F, Acamelin, Buxuletin, 5,7-dihydroxy-3-methyl-4H-chromen-4-one, 5-Hydroxy-7-Methoxychromone, Isoscopoletin, Pulsatilla Camphor, Noreugenin, 5,8-dihydroxy-1,2,3,4-tetrahydronaphthalene-1,4-dione, (E)-3-(1,3-Benzodioxol-5-Yl)Prop-2-Enoic Acid, Saccharonol A","CNP0110238, CNP0130357, CNP0134501, CNP0180061, CNP0184442, CNP0188097, CNP0236949, CNP0262443, CNP0265470, CNP0326420, CNP0345474, CNP0363442, CNP0389619",0,158008.0938,97663008,13,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C6H9N3O2,M+H,,C6H9N3O2+H+,156.076753,0.89059585,0.05,0.8962385626105152,0.9943135047340391,0.9993869997686792,"L-His, 3-(Pyrazol-1-Yl)-L-Alanine","CNP0161367, CNP0296227",0,237439.0156,63204012,2,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C16H12O4,M+H,,C16H12O4+H+,269.0808353,0.8891162,0.05,0.8950014742467236,0.9949251286706069,0.9984915006191601,"Isodalbergin, 1,2-Dimethoxyanthracene-9,10-Dione, 1-Methylchrysophanol, Trigraecum, 1,3-dimethoxy-9,10-dihydroanthracene-9,10-dione, Dalbergin, Rubiadin-1-Methyl Ether, Anemarcoumarin A, Lespedezol A1, Rubiawallin B, Formonetin, Strobochrysin, 6,8-dihydroxy-2-(4-hydroxyphenyl)-1,4-dihydronaphthalen-1-one, Isopratol, 7-Hydroxy-8-Methoxy-2-Methylanthraquinone, 3-Hydroxy-4'-Methoxyflavone, Dorstegin, Swerilactone E, Tectochrysin, 6-Hydroxy-4'-Methoxyflavone, 5-Hydroxy-2'-Methoxyflavone, Pallidiflorin, Cirrhopetalin, 5-Hydroxy-6-Methoxyflavone, Pratol","CNP0129946, CNP0140258, CNP0140866, CNP0142696, CNP0171699, CNP0202664, CNP0202672, CNP0203031, CNP0211790, CNP0213491, CNP0225909, CNP0226932, CNP0240142, CNP0250810, CNP0270662, CNP0277282, CNP0279935, CNP0281689, CNP0290260, CNP0310594, CNP0314189, CNP0325037, CNP0331189, CNP0333725, CNP0420155",0,147680.7813,76205952,25,1,,,C14H11N3O3+
Iowa State University,gta3619,2025-06-19_16h57m41s,C18H12O5,M+H,,C18H12O5+H+,309.07574991900003,0.88774586,0.05,0.8982893675327994,0.9887794197889545,0.9994773915019314,"Pongapinnol D, Edulin, 5-hydroxy-3-(4-hydroxyphenyl)-4H,8H-pyrano[3,2-g]chromen-4-one, Ascocorynin, 3',4'-Methylenedioxy-[2'',3'':7,8]Furanoflavanone, Pongapinnol C, 6-Methoxyisopongaglabol","CNP0158543, CNP0210809, CNP0256812, CNP0310740, CNP0326531, CNP0417578, CNP0424752",0,231256.9063,34313608,7,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C23H41N,M+H,,C23H41N+H+,332.33117674700003,0.88732487,0.05,0.906292735,0.9815028077001297,0.9975222993062438,Piptamine,CNP0236649,0,80047,12404421,1,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C7H6O,M+H,,C7H6O+H+,107.0491412,0.8807603,0.05,0.883296529,0.9988011406317472,0.9983255190890824,benzaldehyde,CNP0105179,0,167077.1406,91043112,1,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C16H12O5,M+H,,C16H12O5+H+,285.07574991900003,0.8781951,0.05,0.8871744363748565,0.9913324389162962,0.9985335589396503,"5,7-dihydroxy-2-(4-hydroxyphenyl)-8-methyl-4H-chromen-4-one, 1,3-dihydroxy-2-(methoxymethyl)-9,10-dihydroanthracene-9,10-dione, Gancaonin K, Izalpinin, Cyclosin, 7,2'-Dihydroxy-6-Methoxyisoflavone, 1,3-Dihydroxy-6-Methoxy-2-Methyl-9,10-Anthraquinone, 3'-Methoxydaidzein, 2-Carbomethoxy-6-Methoxyxanthone, 3,7-dihydroxy-5-methoxy-2-phenyl-4H-chromen-4-one, Genkwanin, Lespedezol A4, Stevein, Puerariafuran, Zuccagin, Rubiawallin A, Sid26657808, Ophiohayatone A, Oroxylin A, 3-Methylgalangin, 4',6-Dihydroxy-4-Methoxyisoaurone, Farnisin, Denbinobin, Sappanone, Brazilein, Echioidinin, Rubianthraquinone, 5,8-Dihydroxy-7-Methoxyflavone, Prunetin, Abronisoflavone, Mutabilein, 1Beta-Hydroxypisiferanol, Morindone-5-Methyl Ether, 8,4'-Dihydroxy-7-Methoxyisoflavone, Acacetin, 7,2'-Dihydroxy-5'-Methoxyisoflavone, 7-hydroxy-2-(4-hydroxyphenyl)-3-methoxy-4H-chromen-4-one, Oxoflaccidin, Thevetiaflavone, Robustaquinone D, 3,5,7-trihydroxy-8-methyl-2-phenyl-4H-chromen-4-one, Isooxoflaccidin, Cicerfuran, Cypritibetquinone B, Anthragallol 1,3-Dimethyl Ether, Cypripedin, 2,3-Dimethoxy-9-Hydroxy-1,4-Anthraquinone, Xenognosin B, Texasin, 5-methoxy-2-{4,6,10-trioxatricyclo[7.3.0.0??,???]dodeca-1(9),2,7,11-tetraen-11-yl}phenol","CNP0076169, CNP0112926, CNP0113218, CNP0116129, CNP0121394, CNP0130420, CNP0131555, CNP0135794, CNP0141286, CNP0145877, CNP0145919, CNP0148643, CNP0151918, CNP0157408, CNP0161029, CNP0168286, CNP0169295, CNP0176104, CNP0192878, CNP0199169, CNP0205338, CNP0219312, CNP0222384, CNP0225591, CNP0225755, CNP0226496, CNP0229019, CNP0230781, CNP0231615, CNP0241983, CNP0243674, CNP0244827, CNP0245251, CNP0247583, CNP0248340, CNP0256008, CNP0260214, CNP0265611, CNP0266076, CNP0273848, CNP0279436, CNP0279530, CNP0281835, CNP0288498, CNP0292226, CNP0294795, CNP0296102, CNP0297210, CNP0301466, CNP0306535",0,226583.0781,108238384,50,1,,,C12H18N2O2S2+
Iowa State University,gta3619,2025-06-19_16h57m41s,C9H12O4,M[M]+,,C9H12O4+,184.0730103,0.87378466,0.1,0.8891660952423802,0.9837737438400047,0.9989098673859295,"Mhpg, 1-hydroxy-1-(hydroxymethyl)-1H,3H,4H,4aH,5H,6H-cyclopenta[c]pyran-3-one, Jiofuran, 2,4,5-trimethoxyphenol, 2,4,6-trimethoxyphenol, 4-Hydroxy-3,5-Dimethoxybenzyl Alcohol, Genipic Acid, Antiarol, 1-(4-hydroxyphenyl)propane-1,2,3-triol, 7-methyl-4,8,11-trioxatricyclo[5.3.1.0??,???]undecan-3-one, 7-(hydroxymethyl)-1H,4aH,5H,7aH-cyclopenta[c]pyran-1,5-diol","CNP0116546, CNP0152544, CNP0157043, CNP0202440, CNP0265592, CNP0268066, CNP0281522, CNP0285878, CNP0286437, CNP0317247, CNP0349059",0,222817.5313,100938032,11,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C16H12O5,M[M]+,,C16H12O5+,284.0679249,0.8723674,0.1,0.881321999,0.9911874405709803,0.9986401554108102,"5,7-dihydroxy-2-(4-hydroxyphenyl)-8-methyl-4H-chromen-4-one, 1,3-dihydroxy-2-(methoxymethyl)-9,10-dihydroanthracene-9,10-dione, Gancaonin K, Izalpinin, Cyclosin, 7,2'-Dihydroxy-6-Methoxyisoflavone, 1,3-Dihydroxy-6-Methoxy-2-Methyl-9,10-Anthraquinone, 3'-Methoxydaidzein, 2-Carbomethoxy-6-Methoxyxanthone, 3,7-dihydroxy-5-methoxy-2-phenyl-4H-chromen-4-one, Genkwanin, Lespedezol A4, Stevein, Puerariafuran, Zuccagin, Rubiawallin A, Sid26657808, Ophiohayatone A, Oroxylin A, 3-Methylgalangin, 4',6-Dihydroxy-4-Methoxyisoaurone, Farnisin, Denbinobin, Sappanone, Brazilein, Echioidinin, Rubianthraquinone, 5,8-Dihydroxy-7-Methoxyflavone, Prunetin, Abronisoflavone, Mutabilein, 1Beta-Hydroxypisiferanol, Morindone-5-Methyl Ether, 8,4'-Dihydroxy-7-Methoxyisoflavone, Acacetin, 7,2'-Dihydroxy-5'-Methoxyisoflavone, 7-hydroxy-2-(4-hydroxyphenyl)-3-methoxy-4H-chromen-4-one, Oxoflaccidin, Thevetiaflavone, Robustaquinone D, 3,5,7-trihydroxy-8-methyl-2-phenyl-4H-chromen-4-one, Isooxoflaccidin, Cicerfuran, Cypritibetquinone B, Anthragallol 1,3-Dimethyl Ether, Cypripedin, 2,3-Dimethoxy-9-Hydroxy-1,4-Anthraquinone, Xenognosin B, Texasin, 5-methoxy-2-{4,6,10-trioxatricyclo[7.3.0.0??,???]dodeca-1(9),2,7,11-tetraen-11-yl}phenol","CNP0076169, CNP0112926, CNP0113218, CNP0116129, CNP0121394, CNP0130420, CNP0131555, CNP0135794, CNP0141286, CNP0145877, CNP0145919, CNP0148643, CNP0151918, CNP0157408, CNP0161029, CNP0168286, CNP0169295, CNP0176104, CNP0192878, CNP0199169, CNP0205338, CNP0219312, CNP0222384, CNP0225591, CNP0225755, CNP0226496, CNP0229019, CNP0230781, CNP0231615, CNP0241983, CNP0243674, CNP0244827, CNP0245251, CNP0247583, CNP0248340, CNP0256008, CNP0260214, CNP0265611, CNP0266076, CNP0273848, CNP0279436, CNP0279530, CNP0281835, CNP0288498, CNP0292226, CNP0294795, CNP0296102, CNP0297210, CNP0301466, CNP0306535",0,179732.3906,72280928,50,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C19H23N3O5,M+H,,C19H23N3O5+H+,374.1710473,0.8634688,0.05,0.8731033944449241,0.9907420885149274,0.9982064297800338,7Beta-Hydroxycatuabine D,CNP0262186,0,86861.5,61872440,1,2,,,"C9H12N2O7-O+C5H12N3O+H+, C21H26O6+"
Iowa State University,gta3619,2025-06-19_16h57m41s,C9H8O3,M+H,,C9H8O3+H+,165.0546206,0.85303456,0.1,0.8575167233492211,0.9965183846891377,0.9982485685415965,"formyl 2-methylbenzoate, Caffeic Aldehyde, Phenylpyruvate, Coumaric Acid, Coumaric Acid, Methyl P-Formylbenzoate, M-Coumaric Acid","CNP0077020, CNP0169964, CNP0177093, CNP0207361, CNP0255341, CNP0296512, CNP0335428",0,86668.33594,83841392,7,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C8H10O3,M[M]+,,C8H10O3+,154.06244558299997,0.85111547,0.1,0.8546340050519013,0.996564569,0.9993160668236349,"6-ethyl-4-methoxy-2H-pyran-2-one, Phomalactone, 3,4-dimethoxyphenol, Rengyolone, 3,5-dihydroxy-6,6-dimethylcyclohexa-2,4-dien-1-one, Dopet, Ketomycin, 3-(hydroxymethyl)-5-methoxyphenol, Syringol","CNP0076892, CNP0193471, CNP0220201, CNP0236170, CNP0256281, CNP0275287, CNP0297531, CNP0348183, CNP0421772",0,337276.1875,106052080,9,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C16H12O4,M[M]+,,C16H12O4+,268.07301026700003,0.8503609,0.1,0.8612641922622823,0.9889062024643747,0.998416551,"Isodalbergin, 1,2-Dimethoxyanthracene-9,10-Dione, 1-Methylchrysophanol, Trigraecum, 1,3-dimethoxy-9,10-dihydroanthracene-9,10-dione, Dalbergin, Rubiadin-1-Methyl Ether, Anemarcoumarin A, Lespedezol A1, Rubiawallin B, Formonetin, Strobochrysin, 6,8-dihydroxy-2-(4-hydroxyphenyl)-1,4-dihydronaphthalen-1-one, Isopratol, 7-Hydroxy-8-Methoxy-2-Methylanthraquinone, 3-Hydroxy-4'-Methoxyflavone, Dorstegin, Swerilactone E, Tectochrysin, 6-Hydroxy-4'-Methoxyflavone, 5-Hydroxy-2'-Methoxyflavone, Pallidiflorin, Cirrhopetalin, 5-Hydroxy-6-Methoxyflavone, Pratol","CNP0129946, CNP0140258, CNP0140866, CNP0142696, CNP0171699, CNP0202664, CNP0202672, CNP0203031, CNP0211790, CNP0213491, CNP0225909, CNP0226932, CNP0240142, CNP0250810, CNP0270662, CNP0277282, CNP0279935, CNP0281689, CNP0290260, CNP0310594, CNP0314189, CNP0325037, CNP0331189, CNP0333725, CNP0420155",0,70883.5625,32555284,25,1,,,C11H12N2O6+H+
Iowa State University,gta3619,2025-06-19_16h57m41s,C14H20N2O4,M+H,,C14H20N2O4+H+,281.1495836,0.8446837,0.1,0.8537661826566403,0.9905888842747972,0.9987612989621694,"7Beta-Hydroxycatuabine H, 7Beta-Hydroxycatuabine I","CNP0189846, CNP0359996",0,137709.3594,95308112,2,1,,,C8H9NOS-O+C5H12N3O+H+
Iowa State University,gta3619,2025-06-19_16h57m41s,C14H11N3O3,M[M]+,,C14H11N3O3+,269.0794926,0.84160215,0.1,0.8502738972203742,0.9913006270082294,0.9984874139293374,"Dichotomide Ix, Dichotomide Vi","CNP0181227, CNP0322078",0,147680.7813,76193920,2,2,,,"C16H12O4+H+, C11H12N2O6+H+"
Iowa State University,gta3619,2025-06-19_16h57m41s,C15H12O6,M+H,,C15H12O6+H+,289.0706645,0.8386837,0.1,0.8459442362165922,0.9927183354085319,0.9986893992113198,"Drimiopsin E, 2-(3,4-dihydroxyphenyl)-5H-chromene-3,5,7-triol, 3,5-Dihydroxy-1,2-Dimethoxyxanthone, Ferrxanthone, 2,5,7-trihydroxy-2-(4-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3-one, Chiratol, 1,2-Dihydroxy-5,6-Dimethoxyxanthone, Robtein, Tragopogonic Acid, 5,7,3',5'-Tetrahydroxyflavanone, Okanin, 2-Hydroxy-6-[2-(3,4-Dihydroxyphenyl)-2-Oxo-Ethyl]Benzoic Acid, Isookanin, 3,4-Dihydroxyphenyl Caffeate, Fustin, 2',4',5,7-Tetrahydroxyisoflavanone, 1,4-Dihydroxy-3,5-Dimethoxyxanthone, 3,7-Dihydroxy-1,8-Dimethoxyxanthone, Laxanthone I, Swertiaperennin, Trans-2',3,4,4',6'-Pentahydroxychalcone, 2,7-Dihydroxy-1,8-Dimethoxyxanthone, 1,3-dihydroxy-4,5-dimethoxy-9H-xanthen-9-one, 3,5,7-trihydroxy-2-(2-hydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-4-one, Steppogenin, Leiaxanthone, 1,3-Dihydroxy-4,7-Dimethoxyxanthone, 2,6-Dihydroxy-1,5-Dimethoxyxanthone, Swerchirin, Eriodictyol, 1,5-Dihydroxy-2,3-Dimethoxyxanthone, Katuranin, 3,4,2',4',Alpha-Pentahydroxychalcone, Plathymenin, 1,6-dihydroxy-3,7-dimethoxy-9H-xanthen-9-one, 4,6-Dihydroxy-2,3-Dimethoxyxanthone, 3,7-Dihydroxy-2,4-Dimethoxyxanthone, 3,6-Dihydroxy-1,2-Dimethoxyxanthone, 1,3-Dihydroxy-2,5-Dimethoxyxanthone, Carthamidin, 1,5-dihydroxy-6,7-dimethoxy-9H-xanthen-9-one, Dalbergioidin, Isogentiacaulein, 1,7-Dihydroxy-3,5-Dimethoxyxanthone, Micromelin, 1,7-Dihydroxy-2,3-Dimethoxyxanthone, 6,7-Dihydroxy-1,3-Dimethoxyxanthone, (R)-Semixanthomegnin, Getiacaulein, Swertinin","CNP0018803, CNP0076703, CNP0103790, CNP0104542, CNP0111987, CNP0112878, CNP0118500, CNP0119260, CNP0127996, CNP0129663, CNP0132848, CNP0134125, CNP0134900, CNP0147017, CNP0149925, CNP0168220, CNP0170653, CNP0174217, CNP0177591, CNP0177780, CNP0178183, CNP0180203, CNP0189784, CNP0190205, CNP0209702, CNP0210939, CNP0215245, CNP0229487, CNP0229719, CNP0229912, CNP0229932, CNP0230258, CNP0231497, CNP0233572, CNP0235690, CNP0239637, CNP0245663, CNP0245847, CNP0255039, CNP0261817, CNP0263902, CNP0266933, CNP0275503, CNP0278020, CNP0280294, CNP0281899, CNP0283746, CNP0286556, CNP0290720, CNP0291690",0,80690.95313,37875672,50,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C32H51NO5,M[M]+,,C32H51NO5+,529.3761751,0.83843446,0.1,0.8964023860697885,0.9416723327929892,0.9932676518883415,Rhamnoveracintine,CNP0080261,0,61693.18359,1604917,1,1,,,C22H38O7-O+C5H12N3O+H+
Iowa State University,gta3619,2025-06-19_16h57m41s,C9H10O3,M+H,,C9H10O3+H+,167.0702706,0.83461165,0.1,0.8385150629256579,0.996262063,0.9990793757718648,"4-hydroxy-2-methylphenyl acetate, Melilotic Acid, 1-[2-Hydroxy-4-(Hydroxymethyl)Phenyl]Ethanone, Homoanisic Acid, 2,5-Dihydroxy-4-Methylacetophenone, Ethylparaben, Tropate, Caffeyl Alcohol, Isoacetovanillone, 3_4-Dimethoxybenzaldehyde, Apocynin, Methyl-P-Anisate, 1-(2-hydroxy-5-methoxyphenyl)ethan-1-one, 3,4'-Dihydroxypropiophenone, Phloretic Acid, methyl 2-methoxybenzoate, 4-ethoxybenzoic acid, Paeonol, methyl 2-(4-hydroxyphenyl)acetate","CNP0077014, CNP0103376, CNP0111501, CNP0125359, CNP0136455, CNP0179290, CNP0185259, CNP0214486, CNP0215048, CNP0216130, CNP0219031, CNP0223742, CNP0250088, CNP0268127, CNP0290882, CNP0297770, CNP0304369, CNP0324617, CNP0332506",0,206065.2656,76509152,19,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C15H12O4,M+H,,C15H12O4+H+,257.0808353,0.83425,0.1,0.8427626658233502,0.9915759177945649,0.9983089320167972,"2-phenyl-5H-chromene-3,5,7-triol, 2,4-dihydroxy-2-methyl-1,2,9,10-tetrahydroanthracene-9,10-dione, (E)-3,2',4'-Trihydroxychalcone, Ephemeranthoquinone, 4,2',5'-Trihydroxychalcone, Pinocembrin Chalcone, Haginin D, 3-(4-formylphenoxy)-4-methoxybenzaldehyde, Pinocembrin, Thespesenone, Ochrone A, Lucidone, Hydrangeic Acid, Avicequinone C, Stemofuran B, 4-methoxyphenanthrene-2,3,7-triol, Lespedezol F1, Isagarin, Lantalucratin C, Isoliquiritigenin, Fimbriol B, 2,4,4'-Trihydroxychalcone; (E)-Form, Lantalucratin B, 1-phenyl-3-(2,4,6-trihydroxyphenyl)prop-2-en-1-one, Demethylmedicarpin, Cirrhopetalanthridin, 5-Hydroxydehydro-Iso-Alpha-Lapachone, 7-(hexa-2,4-diyn-1-ylidene)-1,6-dioxaspiro[4.4]nona-2,8-dien-4-yl acetate, Eleutherinol, Mansonone L, Bolusanthin Iv, 3-hydroxy-2-(prop-1-en-2-yl)-2H,3H,4H,9H-naphtho[2,3-b]furan-4,9-dione, 2,2',4'-Trihydroxychalcone, 6-Demethylvignafuran, 2,3-Dimethoxyxanthone, Bauhinoxepin J, 3,4,2'-Trihydroxychalcone, (2S3S)-37-Dihydroxyflavanone, Hydrangenol, Montroumarin, Emodin Anthrone, 1,8-Dihydroxy-3-Methyl-4A,9A-Dihydroanthracene-9,10-Dione, Liquiritigenin","CNP0076486, CNP0093208, CNP0106658, CNP0116963, CNP0147703, CNP0152954, CNP0163381, CNP0168770, CNP0175595, CNP0178529, CNP0180348, CNP0183059, CNP0184384, CNP0185890, CNP0187794, CNP0190764, CNP0193341, CNP0194698, CNP0210317, CNP0213801, CNP0217495, CNP0218769, CNP0221255, CNP0227413, CNP0232824, CNP0238632, CNP0248913, CNP0256391, CNP0261041, CNP0275581, CNP0283205, CNP0284636, CNP0288823, CNP0291022, CNP0300085, CNP0306033, CNP0327455, CNP0356937, CNP0357768, CNP0366019, CNP0373108, CNP0379931, CNP0412193",0,62421.55078,35884960,43,1,,,C10H14N2O6+
Iowa State University,gta3619,2025-06-19_16h57m41s,C6H6O2,M[M]+,,C6H6O2+,110.0362308,0.83228964,0.1,0.836095071,0.9975634004826266,0.9978800180423997,"cyclohex-2-ene-1,4-dione, Catechol, Quinol, Resorzin","CNP0076081, CNP0143972, CNP0246516, CNP0414137",0,84588.78906,60987300,4,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C14H12O5,M[M]+,,C14H12O5+,260.0679249,0.8318924,0.1,0.8374514988040122,0.9945949444595072,0.9987602339181286,"6-Acetyl-5-Hydroxy-2-Methoxy-7-Methyl-[1,4]Naphthoquinone, 3,3',4,5,5'-Pentahydroxystilbene, 2-(4-hydroxybenzoyl)-5-methoxybenzene-1,3-diol, 3,3',4,4',5-Pentahydroxystilbene, Eskel, Melodorinol","CNP0172084, CNP0246080, CNP0315783, CNP0359342, CNP0388833, CNP0409760",0,88911.92188,36562560,6,1,,,C9H12N2O7+H+
Iowa State University,gta3619,2025-06-19_16h57m41s,C15H14O5,M+H,,C15H14O5+H+,275.09139998300003,0.8228847,0.1,0.8311043772417022,0.9914332097830024,0.998665249,"5,6,8-trihydroxy-7-(3-methylbut-2-en-1-yl)-1,4-dihydronaphthalene-1,4-dione, 5,7-dihydroxy-6-methoxy-1,2,3,4,9,10-hexahydroanthracene-9,10-dione, 2-Hydroxy-3,4,9-Trimethoxydibenzofuran, Afzelechin, Lecanorin, Greveichromenol, Phebaclavin C, Perforamone D, Mikacynancholide, Avicequinone A, Alpha-Pyrufuran, 1-(2,4-Dihydroxyphenyl)-2-Hydroxy-3-(4-Hydroxyphenyl)-1-Propanone; (Î¾)-Form, 6-(3-Hydroxy-4-Methoxystyryl)-4-Methoxy-2H-Pyran-2-One, 2-(2,4-dihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-5,7-diol, Fisetinidol, Miscandenin, 4-[2-(3,5-dihydroxyphenyl)ethenyl]-2-methoxybenzene-1,3-diol, 4,9-dihydroxy-2,2-dimethyl-2H,3H,4H,5H,10H-naphtho[2,3-b]pyran-5,10-dione, 2-(6-acetyl-5-hydroxy-1-benzofuran-2-yl)prop-2-en-1-yl acetate, Ficuformodiol B, 5-Acetoxyisogoniothalamin Oxide, Guibourtacacidine, Anhydroscandenolide, Ficuformodiol A, 3,6,8,9-tetrahydroxy-3-methyl-1,2,3,4-tetrahydroanthracen-1-one, Delta-Cotonefuran, 5-(3-Methyl-2-Butenyloxy)-6,7-Methylenedioxycoumarin, 6-[2-(4-hydroxy-3-methoxyphenyl)ethenyl]-4-methoxy-2H-pyran-2-one, 6-(3,3-dimethyloxirane-2-carbonyl)-7-methoxy-2H-chromen-2-one, 7,8-Dihydro-5,6-Dehydromethysticin, (R)-7,8-Dihydroxy-Alpha-Dunnione, 3,3',5,5'-Tetrahydroxy-4-Methoxystilbene, 6,3'-Dihydroxy-2,4-Dimethoxybenzophenone, Kavahin, Toddalenone, 5,7-dihydroxy-2-(4-hydroxycyclohexa-1,3-dien-1-yl)-3,4-dihydro-2H-1-benzopyran-4-one, Umtatin, 2-Hydroxy-3,4,6-Trimethoxydibenzofuran, Floretin, Beta-Pyrufuran","CNP0076779, CNP0080149, CNP0103933, CNP0119144, CNP0121513, CNP0132605, CNP0136830, CNP0148465, CNP0153014, CNP0162899, CNP0164085, CNP0173850, CNP0192636, CNP0193420, CNP0194844, CNP0201140, CNP0204151, CNP0218957, CNP0228488, CNP0230456, CNP0240447, CNP0240603, CNP0244870, CNP0246940, CNP0246982, CNP0260166, CNP0267339, CNP0268532, CNP0285862, CNP0292302, CNP0291956, CNP0295130, CNP0302695, CNP0321993, CNP0330235, CNP0331534, CNP0333056, CNP0371690, CNP0379475, CNP0380553",0,74236.10938,27288642,40,0,,,
Iowa State University,gta3619,2025-06-19_16h57m41s,C29H38O8,M+H,,C29H38O8+H+,515.2639446109999,0.8057485,0.1,0.833445714,0.9692226122102762,0.997467268,9-Deacetyl-9-Benzoyl-10-Debenzoylbrevifoliol,CNP0322069,0,30765.18164,6828754,1,1,,,C22H24O7-O+C5H12N3O+H+
